CAB,MONTH,Kategori,GO RESTO,GRAB FOOD,QRIS SHOPEE,QRIS TELKOM/ESB,SHOPEEPAY
BDGPAS,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,507000,0,33000
BDGPAS,01-Dec-24,SELISIH IT,4,0,0,0,161366
BDGPAS,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-19501
BDGPAS,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-500,0,0
BDGPAS,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,83498
BDGPAS,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,119500,0,0
BDGPAS,01-Dec-24,TIDAK ADA INVOICE OJOL,0,0,0,0,-96502
BDGPAS,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-717000,0,0
BDGPAS,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,0,33500,0,0
BDGPAS,01-Dec-24,TRANSAKSI KEMARIN,0,2593159,729500,0,1888518
BDGUKU,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGUKU,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
BDGUKU,01-Dec-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGUKU,01-Dec-24,CANCEL NOTA,0,-73005,0,0,-263004
BDGUKU,01-Dec-24,INVOICE BEDA HARI,-891553,-4396271,0,0,-1760518
BDGUKU,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
BDGUKU,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,1,0,0,0
BDGUKU,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,1000,0,0
BDGUKU,01-Dec-24,SELISIH IT,3,0,0,0,176689
BDGUKU,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-10000,0,0
BDGUKU,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,500,0,0
BDGUKU,01-Dec-24,TIDAK ADA INVOICE OJOL,0,0,0,0,-121502
BDGUKU,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-55000,0,0
BDGUKU,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,0,65500,0,0
BDGUKU,01-Dec-24,TRANSAKSI KEMARIN,962057,4148753,0,0,1800019
BGRPAD,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BGRPAD,01-Dec-24,CANCEL NOTA,0,-46003,0,0,0
BGRPAD,01-Dec-24,DOUBLE INPUT,0,0,-192000,0,-47500
BGRPAD,01-Dec-24,INVOICE BEDA HARI,-437025,-13091313,-59000,0,-4711031
BGRPAD,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
BGRPAD,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-31433.7,0,0,0
BGRPAD,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,219000,0,0
BGRPAD,01-Dec-24,SELISIH IT,14,0,0,0,42085
BGRPAD,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-500,0,0
BGRPAD,01-Dec-24,TIDAK ADA INVOICE OJOL,0,-69003,0,0,0
BGRPAD,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-27000,0,0
BGRPAD,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,102007,0,0,0
BGRPAD,01-Dec-24,TRANSAKSI KEMARIN,437025,12571774,59000,0,4800035
BGRSAP,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BGRSAP,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
BGRSAP,01-Dec-24,CANCEL NOTA,0,-162011,0,0,0
BGRSAP,01-Dec-24,DOUBLE INPUT,-72004,-58003,0,0,-119001
BGRSAP,01-Dec-24,INVOICE BEDA HARI,0,-264017,0,0,0
BGRSAP,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
BGRSAP,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,6,0,0,0
BGRSAP,01-Dec-24,SALAH SLOT PEMBAYARAN,-116006,0,415500,0,243500
BGRSAP,01-Dec-24,SELISIH IT,1451,0,0,0,-2564
BGRSAP,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-2600,0,0
BGRSAP,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,27500,0,0
BGRSAP,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-538500,0,0
BGRSAP,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,72005,58004,112100,0,119000
BGRSAP,01-Dec-24,TRANSAKSI KEMARIN,0,264017,0,0,0
BKSGOL,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BKSGOL,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
BKSGOL,01-Dec-24,CANCEL NOTA,-198008,-15001,0,0,-716508
BKSGOL,01-Dec-24,DOUBLE INPUT,0,0,0,0,-208501
BKSGOL,01-Dec-24,INVOICE BEDA HARI,-1540583,-9271071,0,0,-4141027
BKSGOL,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
BKSGOL,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-50152.4,0,0,0
BKSGOL,01-Dec-24,SALAH SLOT PEMBAYARAN,-36003,0,83500,0,37499
BKSGOL,01-Dec-24,SELISIH IT,1023,0,0,0,621914
BKSGOL,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-1500,0,0
BKSGOL,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,57997
BKSGOL,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,2000,0,0
BKSGOL,01-Dec-24,TIDAK ADA INVOICE OJOL,-59004,-89001,0,0,-165502
BKSGOL,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-139500,0,0
BKSGOL,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,47003,57000,0,75500
BKSGOL,01-Dec-24,TRANSAKSI KEMARIN,1428576,9373580,0,0,4431030
BKSJAT,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BKSJAT,01-Dec-24,CANCEL NOTA,-652035,-88006,-252500,0,-1041514
BKSJAT,01-Dec-24,DOUBLE INPUT,0,0,0,0,-506505
BKSJAT,01-Dec-24,INVOICE BEDA HARI,-549027,-8030000,0,0,-3386529
BKSJAT,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
BKSJAT,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,9,0,0,0
BKSJAT,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,175500,0,105001
BKSJAT,01-Dec-24,SELISIH IT,24,0,0,0,3524
BKSJAT,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-20003
BKSJAT,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-44000,0,0
BKSJAT,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,1000
BKSJAT,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,3000,0,0
BKSJAT,01-Dec-24,TIDAK ADA INVOICE OJOL,-79005,-105007,0,0,0
BKSJAT,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-400500,0,0
BKSJAT,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,567029,0,7973,0,212000
BKSJAT,01-Dec-24,TRANSAKSI KEMARIN,393017,7726480,0,0,3524032
BKSJUA,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BKSJUA,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
BKSJUA,01-Dec-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BKSJUA,01-Dec-24,CANCEL NOTA,-179012,-403523,0,0,-303502
BKSJUA,01-Dec-24,DOUBLE INPUT,0,0,0,0,-535508
BKSJUA,01-Dec-24,INVOICE BEDA HARI,-4532757,-22573379,0,0,-13390610
BKSJUA,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
BKSJUA,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-12749.85,0,0,0
BKSJUA,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,72000,0,0
BKSJUA,01-Dec-24,SELISIH IT,9,0,0,0,2760157
BKSJUA,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-1000,0,0
BKSJUA,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,115498
BKSJUA,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,8500,0,0
BKSJUA,01-Dec-24,TIDAK ADA INVOICE OJOL,-212014,-1203076,0,0,-487007
BKSJUA,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,60004,158011,0,0,316001
BKSJUA,01-Dec-24,TRANSAKSI KEMARIN,5123795,21638831,0,0,13489109
BKSWIB,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BKSWIB,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
BKSWIB,01-Dec-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BKSWIB,01-Dec-24,CANCEL NOTA,-72005,-558038,0,0,-318502
BKSWIB,01-Dec-24,INVOICE BEDA HARI,-154006,-9066565,0,0,-4593539
BKSWIB,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
BKSWIB,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-11900.85,0,0,0
BKSWIB,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,67000,0,0
BKSWIB,01-Dec-24,SELISIH IT,12,0,0,0,388319
BKSWIB,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-1000,0,0
BKSWIB,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,33000
BKSWIB,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,12500,0,0
BKSWIB,01-Dec-24,TIDAK ADA INVOICE OJOL,0,0,0,0,-33000
BKSWIB,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-78500,0,0
BKSWIB,01-Dec-24,TRANSAKSI KEMARIN,154006,9319582,0,0,4975045
BTUSUP,01-Dec-24,INVOICE BEDA HARI,-182000,-1387007,0,0,-57001
BTUSUP,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
BTUSUP,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,11,0,0,0
BTUSUP,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,0,54000,0
BTUSUP,01-Dec-24,SELISIH IT,11004400,1,0,0,64324355
BTUSUP,01-Dec-24,TIDAK ADA INVOICE OJOL,0,-82501,0,0,-261050
BTUSUP,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,0,124000,90000,376000
BTUSUP,01-Dec-24,TRANSAKSI KEMARIN,106000,1106507,0,0,57001
CBIMAY,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
CBIMAY,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
CBIMAY,01-Dec-24,CANCEL NOTA,0,-124008,0,0,-53001
CBIMAY,01-Dec-24,DOUBLE INPUT,0,0,0,0,-300503
CBIMAY,01-Dec-24,INVOICE BEDA HARI,-75005,-6438397,-155000,0,-2826519
CBIMAY,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
CBIMAY,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-23798.7,0,0,0
CBIMAY,01-Dec-24,SELISIH IT,2,0,0,0,435699
CBIMAY,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-1001
CBIMAY,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,7000,0,0
CBIMAY,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-5000,0,0
CBIMAY,01-Dec-24,TRANSAKSI KEMARIN,75005,6555906,195500,0,2770523
CBITEG,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
CBITEG,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
CBITEG,01-Dec-24,CANCEL NOTA,0,-59004,-112000,0,-153502
CBITEG,01-Dec-24,DOUBLE INPUT,0,0,0,0,-166003
CBITEG,01-Dec-24,INVOICE BEDA HARI,-144010,-6797931,-481500,0,-2981520
CBITEG,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
CBITEG,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,1,0,0,0
CBITEG,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,597500,0,0
CBITEG,01-Dec-24,SELISIH IT,1,0,0,0,723721
CBITEG,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-49502
CBITEG,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,45500
CBITEG,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,9500,0,0
CBITEG,01-Dec-24,TIDAK ADA INVOICE OJOL,0,-37002,0,0,-426511
CBITEG,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-537500,0,0
CBITEG,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,0,3000,0,31000
CBITEG,01-Dec-24,TRANSAKSI KEMARIN,144010,7142950,481500,0,3057523
CJRSUR,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
CJRSUR,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
CJRSUR,01-Dec-24,CANCEL NOTA,0,-290003,0,0,-64002
CJRSUR,01-Dec-24,DOUBLE INPUT,0,0,0,0,-38002
CJRSUR,01-Dec-24,INVOICE BEDA HARI,-82501,-3935545,0,0,0
CJRSUR,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
CJRSUR,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-9,0,0,0
CJRSUR,01-Dec-24,SELISIH IT,-5,0,0,0,-19361
CJRSUR,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-45005
CJRSUR,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,3530,0,0
CJRSUR,01-Dec-24,TIDAK ADA INVOICE OJOL,-86004,0,0,0,0
CJRSUR,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-45000,0,0
CJRSUR,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,0,36000,0,53001
CJRSUR,01-Dec-24,TRANSAKSI KEMARIN,82501,3966044,0,0,0
CKGINT,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
CKGINT,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
CKGINT,01-Dec-24,CANCEL NOTA,0,-176008,0,0,-475000
CKGINT,01-Dec-24,DOUBLE INPUT,0,0,0,0,-76000
CKGINT,01-Dec-24,INVOICE BEDA HARI,-3418002,-10642662,0,-421500,-2500005
CKGINT,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
CKGINT,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-27689.7,-23000,0,0
CKGINT,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,11500,0,0
CKGINT,01-Dec-24,SELISIH IT,31611400,0,0,0,71481547
CKGINT,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,32500,0,0
CKGINT,01-Dec-24,TIDAK ADA INVOICE OJOL,0,-87006,0,-11500,0
CKGINT,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-43500,-399000,0
CKGINT,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,516000,0,1000,0,61000
CKGINT,01-Dec-24,TRANSAKSI KEMARIN,3869002,10380660,0,457000,2685005
CKGPAH,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
CKGPAH,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
CKGPAH,01-Dec-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
CKGPAH,01-Dec-24,CANCEL NOTA,-29002,0,-100000,0,-595504
CKGPAH,01-Dec-24,DOUBLE INPUT,0,0,-88500,0,-62000
CKGPAH,01-Dec-24,INVOICE BEDA HARI,-225514,-7053464,0,0,-2500520
CKGPAH,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
CKGPAH,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-31008.55,0,0,0
CKGPAH,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,88500,0,123000
CKGPAH,01-Dec-24,SELISIH IT,18,0,80,0,358459
CKGPAH,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-1001
CKGPAH,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-1000,0,0
CKGPAH,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,3000,0,0
CKGPAH,01-Dec-24,TIDAK ADA INVOICE OJOL,0,0,0,0,-83001
CKGPAH,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-138000,0,0
CKGPAH,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,0,18500,0,0
CKGPAH,01-Dec-24,TRANSAKSI KEMARIN,225514,7219981,0,0,2759022
CKRTHA,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
CKRTHA,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
CKRTHA,01-Dec-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
CKRTHA,01-Dec-24,CANCEL NOTA,-795537,-136010,0,0,-2154032
CKRTHA,01-Dec-24,DOUBLE INPUT,0,-160007,0,0,-442507
CKRTHA,01-Dec-24,INVOICE BEDA HARI,-468030,-21205842,-674000,0,-9087088
CKRTHA,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
CKRTHA,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-74717.8,0,0,0
CKRTHA,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,465000,0,0
CKRTHA,01-Dec-24,SELISIH IT,639,0,0,0,912371
CKRTHA,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-23006
CKRTHA,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-128000,0,0
CKRTHA,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,107997
CKRTHA,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,29500,0,0
CKRTHA,01-Dec-24,TIDAK ADA INVOICE OJOL,-292016,-446528,0,0,-266000
CKRTHA,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-604500,0,0
CKRTHA,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,58004,0,239000,0,136500
CKRTHA,01-Dec-24,TRANSAKSI KEMARIN,375525,22169410,674000,0,9791596
CMHAMI,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
CMHAMI,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
CMHAMI,01-Dec-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
CMHAMI,01-Dec-24,CANCEL NOTA,0,-95507,0,0,-90001
CMHAMI,01-Dec-24,DOUBLE INPUT,0,0,0,0,-310002
CMHAMI,01-Dec-24,INVOICE BEDA HARI,0,-1916122,0,0,-2576022
CMHAMI,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
CMHAMI,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,8,0,0,0
CMHAMI,01-Dec-24,SALAH SLOT PEMBAYARAN,-30001,0,57500,0,31000
CMHAMI,01-Dec-24,SELISIH IT,4,0,0,0,508316
CMHAMI,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-35003
CMHAMI,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,361489
CMHAMI,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,35000,0,0
CMHAMI,01-Dec-24,TIDAK ADA INVOICE OJOL,-43003,0,0,0,0
CMHAMI,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-92000,0,0
CMHAMI,01-Dec-24,TRANSAKSI KEMARIN,0,1772113,0,0,2746023
CMHBAR,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
CMHBAR,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
CMHBAR,01-Dec-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
CMHBAR,01-Dec-24,CANCEL NOTA,0,0,0,0,-335504
CMHBAR,01-Dec-24,DOUBLE INPUT,0,0,0,0,-676008
CMHBAR,01-Dec-24,INVOICE BEDA HARI,-231015,-2019122,0,0,-3201531
CMHBAR,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
CMHBAR,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,58500,0,0
CMHBAR,01-Dec-24,SELISIH IT,24,0,0,0,254035
CMHBAR,01-Dec-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-79507
CMHBAR,01-Dec-24,SELISIH KURANG BAYAR QRIS,0,0,-500,0,0
CMHBAR,01-Dec-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,228994
CMHBAR,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,100,0,0
CMHBAR,01-Dec-24,TIDAK ADA INVOICE OJOL,-236516,-29002,0,0,-287503
CMHBAR,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-95500,0,0
CMHBAR,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,0,0,47000,0,0
CMHBAR,01-Dec-24,TRANSAKSI KEMARIN,231015,2099628,0,0,3339533
CPTALA,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
CPTALA,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
CPTALA,01-Dec-24,CANCEL NOTA,0,-198012,0,-178000,0
CPTALA,01-Dec-24,DOUBLE INPUT,0,0,-1000,0,0
CPTALA,01-Dec-24,INVOICE BEDA HARI,-2304000,-9110567,0,-648000,-2812622
CPTALA,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
CPTALA,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-248276.6,0,0,0
CPTALA,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,139500,0,0
CPTALA,01-Dec-24,SELISIH IT,35817600,18,0,0,76837189
CPTALA,01-Dec-24,SELISIH LEBIH BAYAR QRIS,0,0,500,0,0
CPTALA,01-Dec-24,TIDAK ADA INVOICE OJOL,0,-66502,0,0,0
CPTALA,01-Dec-24,TIDAK ADA INVOICE QRIS,0,0,-172000,-346000,0
CPTALA,01-Dec-24,TIDAK ADA TRANSAKSI DI WEB,678500,0,33500,210500,179000
CPTALA,01-Dec-24,TRANSAKSI KEMARIN,2147000,8909558,0,766000,3036007
DPKJAS,01-Dec-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
DPKJAS,01-Dec-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
DPKJAS,01-Dec-24,CANCEL NOTA,0,-70505,0,0,-158503
DPKJAS,01-Dec-24,DOUBLE INPUT,0,-132006,-111000,0,-944513
DPKJAS,01-Dec-24,INVOICE BEDA HARI,-77005,-10095136,-165000,0,-6632054
DPKJAS,01-Dec-24,KURANG INPUT (OJOL),0,0,0,0,0
DPKJAS,01-Dec-24,PROMO MARKETING/ADJUSTMENT,0,-23591.7,0,0,0
DPKJAS,01-Dec-24,SALAH SLOT PEMBAYARAN,0,0,314500,0,0
